district_name,submission_date,grievance_text,submitted_by,year,resolved,did,cat_grievance_text
Bhubaneswar,2022-10-12,Only one instructor for three different trades.,Sangram Behera,2022,0.0,0031,Unique instructor
Bhubaneswar,2022-10-13,Internet not working in the computer lab for over a month.,Mamata Barik,2022,0.0,0031,Internet not working
Bhubaneswar,2022-10-14,Lab equipment is broken and no replacement has been provided.,Rashmi Rekha,2022,0.0,0031,Broken lab equipment
Bhubaneswar,2022-10-14,Trainer has not come to the institute for the past two weeks.,Lipika Das,2022,1.0,0031,Trainer absence
Bhubaneswar,2022-10-17,Only one instructor for three different trades.,Sangram Behera,2022,1.0,0031,Unique instructor
Bhubaneswar,2022-10-18,Lab equipment is broken and no replacement has been provided.,Rashmi Rekha,2022,0.0,0031,Broken lab equipment
Bhubaneswar,2022-10-19,No practical classes being conducted for welding program.,Bikash Mohanty,2022,0.0,0031,No practical classes
Bhubaneswar,2022-10-19,No practical classes being conducted for welding program.,Subhashree Sahoo,2022,1.0,0031,No practical classes
Bhubaneswar,2022-10-19,Only one instructor for three different trades.,Chinmayee Nayak,2022,0.0,0031,Unique instructor
Bhubaneswar,2022-10-19,Stipend not credited for the last three months.,Rashmi Rekha,2022,1.0,0031,Stipend not credited
Bhubaneswar,2022-10-23,Lab equipment is broken and no replacement has been provided.,Rashmi Rekha,2022,0.0,0031,Broken lab equipment
Bhubaneswar,2022-10-27,"Hostel conditions are very poor, water supply is irregular.",Manas Ranjan,2022,1.0,0031,Poor water supply
Bhubaneswar,2022-10-28,Students are asked to arrange their own materials for practice.,Bikash Mohanty,2022,0.0,0031,Students arrange own materials
Bhubaneswar,2022-10-29,Lab equipment is broken and no replacement has been provided.,Pratyush Swain,2022,0.0,0031,Broken lab equipment
Bhubaneswar,2022-10-31,Students are asked to arrange their own materials for practice.,Manas Ranjan,2022,0.0,0031,Students arrange own materials
Bhubaneswar,2022-11-01,"Grievance was registered last month, no action yet.",Sangram Behera,2022,0.0,0031,"No action, past month"
Bhubaneswar,2022-11-03,Only one instructor for three different trades.,Lalitendu Panda,2022,1.0,0031,Unique instructor
Bhubaneswar,2022-11-04,Students are asked to arrange their own materials for practice.,Subhashree Sahoo,2022,0.0,0031,Students arrange own materials
Bhubaneswar,2022-11-05,Lab equipment is broken and no replacement has been provided.,Satyajit Jena,2022,1.0,0031,Broken lab equipment
Bhubaneswar,2022-11-07,Trainer has not come to the institute for the past two weeks.,Rashmi Rekha,2022,0.0,0031,Trainer absence
Bhubaneswar,2022-11-08,Lab equipment is broken and no replacement has been provided.,Sangram Behera,2022,0.0,0031,Broken lab equipment
Bhubaneswar,2022-11-11,Only one instructor for three different trades.,Subhashree Sahoo,2022,1.0,0031,Unique instructor
Bhubaneswar,2022-11-11,Stipend not credited for the last three months.,Sasmita Rout,2022,0.0,0031,Stipend not credited
Bhubaneswar,2022-11-15,Lab equipment is broken and no replacement has been provided.,Rashmi Rekha,2022,0.0,0031,Broken lab equipment
Bhubaneswar,2022-11-16,No practical classes being conducted for welding program.,Lipika Das,2022,0.0,0031,No practical classes
Bhubaneswar,2022-11-16,Students are asked to arrange their own materials for practice.,Mamata Barik,2022,0.0,0031,Students arrange own materials
Bhubaneswar,2022-11-16,Students are asked to arrange their own materials for practice.,Sangram Behera,2022,1.0,0031,Students arrange own materials
Bhubaneswar,2022-11-16,Trainer has not come to the institute for the past two weeks.,Bikash Mohanty,2022,1.0,0031,Trainer absence
Bhubaneswar,2022-11-17,"Hostel conditions are very poor, water supply is irregular.",Bikash Mohanty,2022,0.0,0031,Poor water supply
Bhubaneswar,2022-11-17,Internet not working in the computer lab for over a month.,Chinmayee Nayak,2022,0.0,0031,Internet not working
Bhubaneswar,2022-11-17,Stipend not credited for the last three months.,Bikash Mohanty,2022,0.0,0031,Stipend not credited
Bhubaneswar,2022-11-17,Students are asked to arrange their own materials for practice.,Sangram Behera,2022,0.0,0031,Students arrange own materials
Bhubaneswar,2022-11-17,Trainer has not come to the institute for the past two weeks.,Lipika Das,2022,0.0,0031,Trainer absence
Bhubaneswar,2022-11-19,Lab equipment is broken and no replacement has been provided.,Lipika Das,2022,0.0,0031,Broken lab equipment
Bhubaneswar,2022-11-19,Stipend not credited for the last three months.,Subhashree Sahoo,2022,0.0,0031,Stipend not credited
Bhubaneswar,2022-11-19,Students are asked to arrange their own materials for practice.,Pratyush Swain,2022,0.0,0031,Students arrange own materials
Bhubaneswar,2022-11-20,"Hostel conditions are very poor, water supply is irregular.",Rashmi Rekha,2022,1.0,0031,Poor water supply
Bhubaneswar,2022-11-21,"Hostel conditions are very poor, water supply is irregular.",Pratyush Swain,2022,0.0,0031,Poor water supply
Bhubaneswar,2022-11-21,No practical classes being conducted for welding program.,Sangram Behera,2022,0.0,0031,No practical classes
Bhubaneswar,2022-11-22,Only one instructor for three different trades.,Pratyush Swain,2022,1.0,0031,Unique instructor
Bhubaneswar,2022-11-26,"Grievance was registered last month, no action yet.",Subhashree Sahoo,2022,0.0,0031,"No action, past month"
Bhubaneswar,2022-11-27,Lab equipment is broken and no replacement has been provided.,Sasmita Rout,2022,0.0,0031,Broken lab equipment
Bhubaneswar,2022-11-28,Students are asked to arrange their own materials for practice.,Mamata Barik,2022,0.0,0031,Students arrange own materials
Bhubaneswar,2022-11-30,Electricity is not available during class hours.,Bikash Mohanty,2022,0.0,0031,Lack of electricity
Bhubaneswar,2022-11-30,Lab equipment is broken and no replacement has been provided.,Bikash Mohanty,2022,0.0,0031,Broken lab equipment
Bhubaneswar,2022-12-01,Electricity is not available during class hours.,Mamata Barik,2022,0.0,0031,Lack of electricity
Bhubaneswar,2022-12-01,"Hostel conditions are very poor, water supply is irregular.",Chinmayee Nayak,2022,1.0,0031,Poor water supply
Bhubaneswar,2022-12-03,Only one instructor for three different trades.,Lipika Das,2022,0.0,0031,Unique instructor
Bhubaneswar,2022-12-04,"Grievance was registered last month, no action yet.",Chinmayee Nayak,2022,0.0,0031,"No action, past month"
Bhubaneswar,2022-12-04,"Hostel conditions are very poor, water supply is irregular.",Bikash Mohanty,2022,0.0,0031,Poor water supply
Bhubaneswar,2022-12-04,Trainer has not come to the institute for the past two weeks.,Sasmita Rout,2022,0.0,0031,Trainer absence
Bhubaneswar,2022-12-05,Students are asked to arrange their own materials for practice.,Satyajit Jena,2022,0.0,0031,Students arrange own materials
Bhubaneswar,2022-12-06,No practical classes being conducted for welding program.,Rashmi Rekha,2022,1.0,0031,No practical classes
Bhubaneswar,2022-12-07,Electricity is not available during class hours.,Satyajit Jena,2022,1.0,0031,Lack of electricity
Bhubaneswar,2022-12-09,Electricity is not available during class hours.,Chinmayee Nayak,2022,0.0,0031,Lack of electricity
Bhubaneswar,2022-12-09,Stipend not credited for the last three months.,Lalitendu Panda,2022,1.0,0031,Stipend not credited
Bhubaneswar,2022-12-10,Internet not working in the computer lab for over a month.,Sangram Behera,2022,0.0,0031,Internet not working
Bhubaneswar,2022-12-10,Internet not working in the computer lab for over a month.,Sasmita Rout,2022,0.0,0031,Internet not working
Bhubaneswar,2022-12-15,Electricity is not available during class hours.,Satyajit Jena,2022,1.0,0031,Lack of electricity
Bhubaneswar,2022-12-15,Internet not working in the computer lab for over a month.,Pratyush Swain,2022,1.0,0031,Internet not working
Bhubaneswar,2022-12-19,Internet not working in the computer lab for over a month.,Chinmayee Nayak,2022,0.0,0031,Internet not working
Bhubaneswar,2022-12-22,"Hostel conditions are very poor, water supply is irregular.",Chinmayee Nayak,2022,1.0,0031,Poor water supply
Bhubaneswar,2022-12-22,Lab equipment is broken and no replacement has been provided.,Satyajit Jena,2022,0.0,0031,Broken lab equipment
Bhubaneswar,2022-12-22,Students are asked to arrange their own materials for practice.,Mamata Barik,2022,1.0,0031,Students arrange own materials
Bhubaneswar,2022-12-23,Stipend not credited for the last three months.,Subhashree Sahoo,2022,1.0,0031,Stipend not credited
Bhubaneswar,2022-12-25,"Grievance was registered last month, no action yet.",Pratyush Swain,2022,0.0,0031,"No action, past month"
Bhubaneswar,2022-12-26,Students are asked to arrange their own materials for practice.,Lalitendu Panda,2022,0.0,0031,Students arrange own materials
Bhubaneswar,2022-12-27,Only one instructor for three different trades.,Bikash Mohanty,2022,0.0,0031,Unique instructor
Bhubaneswar,2022-12-27,Students are asked to arrange their own materials for practice.,Sangram Behera,2022,1.0,0031,Students arrange own materials
Bhubaneswar,2023-01-03,Trainer has not come to the institute for the past two weeks.,Manas Ranjan,2023,0.0,0031,Trainer absence
Bhubaneswar,2023-01-04,"Hostel conditions are very poor, water supply is irregular.",Satyajit Jena,2023,0.0,0031,Poor water supply
Bhubaneswar,2023-01-14,Internet not working in the computer lab for over a month.,Sasmita Rout,2023,0.0,0031,Internet not working
Bhubaneswar,2023-01-16,No practical classes being conducted for welding program.,Chinmayee Nayak,2023,1.0,0031,No practical classes
Bhubaneswar,2023-01-16,Students are asked to arrange their own materials for practice.,Sasmita Rout,2023,1.0,0031,Students arrange own materials
Bhubaneswar,2023-01-17,Lab equipment is broken and no replacement has been provided.,Subhashree Sahoo,2023,0.0,0031,Broken lab equipment
Bhubaneswar,2023-01-20,"Grievance was registered last month, no action yet.",Mamata Barik,2023,1.0,0031,"No action, past month"
Bhubaneswar,2023-01-21,Only one instructor for three different trades.,Subhashree Sahoo,2023,0.0,0031,Unique instructor
Bhubaneswar,2023-01-23,Electricity is not available during class hours.,Lipika Das,2023,1.0,0031,Lack of electricity
Bhubaneswar,2023-01-25,Lab equipment is broken and no replacement has been provided.,Manas Ranjan,2023,0.0,0031,Broken lab equipment
Bhubaneswar,2023-01-29,No practical classes being conducted for welding program.,Pratyush Swain,2023,0.0,0031,No practical classes
Bhubaneswar,2023-01-30,Only one instructor for three different trades.,Rashmi Rekha,2023,0.0,0031,Unique instructor
Bhubaneswar,2023-01-30,Trainer has not come to the institute for the past two weeks.,Lipika Das,2023,0.0,0031,Trainer absence
Bhubaneswar,2023-02-01,"Grievance was registered last month, no action yet.",Sasmita Rout,2023,0.0,0031,"No action, past month"
Bhubaneswar,2023-02-02,No practical classes being conducted for welding program.,Lalitendu Panda,2023,0.0,0031,No practical classes
Bhubaneswar,2023-02-05,Lab equipment is broken and no replacement has been provided.,Pratyush Swain,2023,0.0,0031,Broken lab equipment
Bhubaneswar,2023-02-07,Stipend not credited for the last three months.,Rashmi Rekha,2023,0.0,0031,Stipend not credited
Bhubaneswar,2023-02-07,Stipend not credited for the last three months.,Sasmita Rout,2023,0.0,0031,Stipend not credited
Bhubaneswar,2023-02-08,Students are asked to arrange their own materials for practice.,Manas Ranjan,2023,1.0,0031,Students arrange own materials
Bhubaneswar,2023-02-09,Students are asked to arrange their own materials for practice.,Lalitendu Panda,2023,0.0,0031,Students arrange own materials
Bhubaneswar,2023-02-12,Lab equipment is broken and no replacement has been provided.,Bikash Mohanty,2023,1.0,0031,Broken lab equipment
Bhubaneswar,2023-02-12,Lab equipment is broken and no replacement has been provided.,Rashmi Rekha,2023,0.0,0031,Broken lab equipment
Bhubaneswar,2023-02-13,"Grievance was registered last month, no action yet.",Sangram Behera,2023,0.0,0031,"No action, past month"
Bhubaneswar,2023-02-13,Internet not working in the computer lab for over a month.,Sangram Behera,2023,0.0,0031,Internet not working
Bhubaneswar,2023-02-13,Lab equipment is broken and no replacement has been provided.,Rashmi Rekha,2023,0.0,0031,Broken lab equipment
Bhubaneswar,2023-02-14,No practical classes being conducted for welding program.,Sangram Behera,2023,1.0,0031,No practical classes
Bhubaneswar,2023-02-16,Internet not working in the computer lab for over a month.,Lipika Das,2023,0.0,0031,Internet not working
Bhubaneswar,2023-02-19,Only one instructor for three different trades.,Lalitendu Panda,2023,1.0,0031,Unique instructor
Bhubaneswar,2023-02-22,"Grievance was registered last month, no action yet.",Pratyush Swain,2023,1.0,0031,"No action, past month"
Bhubaneswar,2023-02-22,"Grievance was registered last month, no action yet.",Sangram Behera,2023,0.0,0031,"No action, past month"
Bhubaneswar,2023-02-22,Trainer has not come to the institute for the past two weeks.,Lipika Das,2023,0.0,0031,Trainer absence
Bhubaneswar,2023-02-24,"Hostel conditions are very poor, water supply is irregular.",Lipika Das,2023,1.0,0031,Poor water supply
Bhubaneswar,2023-02-28,Trainer has not come to the institute for the past two weeks.,Lipika Das,2023,0.0,0031,Trainer absence
Bhubaneswar,2023-03-03,"Grievance was registered last month, no action yet.",Manas Ranjan,2023,0.0,0031,"No action, past month"
Bhubaneswar,2023-03-05,Internet not working in the computer lab for over a month.,Chinmayee Nayak,2023,0.0,0031,Internet not working
Bhubaneswar,2023-03-07,Internet not working in the computer lab for over a month.,Pratyush Swain,2023,0.0,0031,Internet not working
Bhubaneswar,2023-03-14,Students are asked to arrange their own materials for practice.,Manas Ranjan,2023,0.0,0031,Students arrange own materials
Bhubaneswar,2023-03-16,No practical classes being conducted for welding program.,Sangram Behera,2023,0.0,0031,No practical classes
Bhubaneswar,2023-03-17,Students are asked to arrange their own materials for practice.,Rashmi Rekha,2023,1.0,0031,Students arrange own materials
Bhubaneswar,2023-03-18,Only one instructor for three different trades.,Lipika Das,2023,0.0,0031,Unique instructor
Bhubaneswar,2023-03-19,Trainer has not come to the institute for the past two weeks.,Lalitendu Panda,2023,0.0,0031,Trainer absence
Bhubaneswar,2023-03-21,No practical classes being conducted for welding program.,Bikash Mohanty,2023,0.0,0031,No practical classes
Bhubaneswar,2023-03-22,Electricity is not available during class hours.,Mamata Barik,2023,1.0,0031,Lack of electricity
Bhubaneswar,2023-03-22,No practical classes being conducted for welding program.,Lalitendu Panda,2023,0.0,0031,No practical classes
Bhubaneswar,2023-03-22,Trainer has not come to the institute for the past two weeks.,Chinmayee Nayak,2023,0.0,0031,Trainer absence
Bhubaneswar,2023-03-25,"Hostel conditions are very poor, water supply is irregular.",Manas Ranjan,2023,1.0,0031,Poor water supply
Bhubaneswar,2023-03-25,Trainer has not come to the institute for the past two weeks.,Pratyush Swain,2023,1.0,0031,Trainer absence
Bhubaneswar,2023-03-25,Trainer has not come to the institute for the past two weeks.,Rashmi Rekha,2023,0.0,0031,Trainer absence
Bhubaneswar,2023-03-26,"Grievance was registered last month, no action yet.",Lalitendu Panda,2023,1.0,0031,"No action, past month"
Bhubaneswar,2023-03-27,Internet not working in the computer lab for over a month.,Manas Ranjan,2023,0.0,0031,Internet not working
Bhubaneswar,2023-03-28,Only one instructor for three different trades.,Chinmayee Nayak,2023,0.0,0031,Unique instructor
Bhubaneswar,2023-03-28,Students are asked to arrange their own materials for practice.,Sasmita Rout,2023,1.0,0031,Students arrange own materials
Bhubaneswar,2023-03-29,Internet not working in the computer lab for over a month.,Sangram Behera,2023,0.0,0031,Internet not working
Bhubaneswar,2023-03-29,No practical classes being conducted for welding program.,Manas Ranjan,2023,0.0,0031,No practical classes
Bhubaneswar,2023-04-02,No practical classes being conducted for welding program.,Subhashree Sahoo,2023,0.0,0031,No practical classes
Bhubaneswar,2023-04-02,Only one instructor for three different trades.,Bikash Mohanty,2023,1.0,0031,Unique instructor
Bhubaneswar,2023-04-02,Students are asked to arrange their own materials for practice.,Subhashree Sahoo,2023,0.0,0031,Students arrange own materials
Bhubaneswar,2023-04-03,No practical classes being conducted for welding program.,Satyajit Jena,2023,1.0,0031,No practical classes
Bhubaneswar,2023-04-04,"Grievance was registered last month, no action yet.",Bikash Mohanty,2023,0.0,0031,"No action, past month"
Bhubaneswar,2023-04-05,No practical classes being conducted for welding program.,Rashmi Rekha,2023,0.0,0031,No practical classes
Bhubaneswar,2023-04-06,"Hostel conditions are very poor, water supply is irregular.",Lalitendu Panda,2023,1.0,0031,Poor water supply
Bhubaneswar,2023-04-12,Only one instructor for three different trades.,Rashmi Rekha,2023,0.0,0031,Unique instructor
Bhubaneswar,2023-04-13,"Grievance was registered last month, no action yet.",Rashmi Rekha,2023,1.0,0031,"No action, past month"
Bhubaneswar,2023-04-13,"Hostel conditions are very poor, water supply is irregular.",Chinmayee Nayak,2023,1.0,0031,Poor water supply
Bhubaneswar,2023-04-15,Stipend not credited for the last three months.,Subhashree Sahoo,2023,1.0,0031,Stipend not credited
Bhubaneswar,2023-04-16,Stipend not credited for the last three months.,Bikash Mohanty,2023,0.0,0031,Stipend not credited
Bhubaneswar,2023-04-17,Trainer has not come to the institute for the past two weeks.,Sasmita Rout,2023,0.0,0031,Trainer absence
Bhubaneswar,2023-04-21,Stipend not credited for the last three months.,Satyajit Jena,2023,0.0,0031,Stipend not credited
Bhubaneswar,2023-04-23,Trainer has not come to the institute for the past two weeks.,Manas Ranjan,2023,0.0,0031,Trainer absence
Bhubaneswar,2023-04-26,Internet not working in the computer lab for over a month.,Manas Ranjan,2023,0.0,0031,Internet not working
Bhubaneswar,2023-04-27,"Grievance was registered last month, no action yet.",Lipika Das,2023,0.0,0031,"No action, past month"
Bhubaneswar,2023-04-27,"Hostel conditions are very poor, water supply is irregular.",Pratyush Swain,2023,0.0,0031,Poor water supply
Bhubaneswar,2023-04-28,Electricity is not available during class hours.,Chinmayee Nayak,2023,0.0,0031,Lack of electricity
Bhubaneswar,2023-04-28,No practical classes being conducted for welding program.,Bikash Mohanty,2023,1.0,0031,No practical classes
Bhubaneswar,2023-04-28,Trainer has not come to the institute for the past two weeks.,Bikash Mohanty,2023,1.0,0031,Trainer absence
Bhubaneswar,2023-05-04,Internet not working in the computer lab for over a month.,Sasmita Rout,2023,1.0,0031,Internet not working
Bhubaneswar,2023-05-08,Trainer has not come to the institute for the past two weeks.,Satyajit Jena,2023,0.0,0031,Trainer absence
Bhubaneswar,2023-05-11,No practical classes being conducted for welding program.,Pratyush Swain,2023,1.0,0031,No practical classes
Bhubaneswar,2023-05-12,Electricity is not available during class hours.,Sasmita Rout,2023,1.0,0031,Lack of electricity
Bhubaneswar,2023-05-17,"Hostel conditions are very poor, water supply is irregular.",Chinmayee Nayak,2023,0.0,0031,Poor water supply
Bhubaneswar,2023-05-17,Lab equipment is broken and no replacement has been provided.,Subhashree Sahoo,2023,0.0,0031,Broken lab equipment
Bhubaneswar,2023-05-17,Only one instructor for three different trades.,Satyajit Jena,2023,0.0,0031,Unique instructor
Bhubaneswar,2023-05-17,Students are asked to arrange their own materials for practice.,Manas Ranjan,2023,1.0,0031,Students arrange own materials
Bhubaneswar,2023-05-19,"Grievance was registered last month, no action yet.",Pratyush Swain,2023,1.0,0031,"No action, past month"
Bhubaneswar,2023-05-19,Only one instructor for three different trades.,Satyajit Jena,2023,1.0,0031,Unique instructor
Bhubaneswar,2023-05-20,"Grievance was registered last month, no action yet.",Satyajit Jena,2023,1.0,0031,"No action, past month"
Bhubaneswar,2023-05-21,Only one instructor for three different trades.,Lalitendu Panda,2023,1.0,0031,Unique instructor
Bhubaneswar,2023-05-22,Electricity is not available during class hours.,Rashmi Rekha,2023,0.0,0031,Lack of electricity
Bhubaneswar,2023-05-22,Internet not working in the computer lab for over a month.,Pratyush Swain,2023,1.0,0031,Internet not working
Bhubaneswar,2023-05-22,No practical classes being conducted for welding program.,Manas Ranjan,2023,0.0,0031,No practical classes
Bhubaneswar,2023-05-22,No practical classes being conducted for welding program.,Sangram Behera,2023,1.0,0031,No practical classes
Bhubaneswar,2023-05-28,Students are asked to arrange their own materials for practice.,Lalitendu Panda,2023,0.0,0031,Students arrange own materials
Bhubaneswar,2023-05-29,Lab equipment is broken and no replacement has been provided.,Sangram Behera,2023,1.0,0031,Broken lab equipment
Bhubaneswar,2023-05-31,Electricity is not available during class hours.,Lipika Das,2023,0.0,0031,Lack of electricity
Bhubaneswar,2023-05-31,Lab equipment is broken and no replacement has been provided.,Sangram Behera,2023,1.0,0031,Broken lab equipment
Bhubaneswar,2023-06-02,Students are asked to arrange their own materials for practice.,Pratyush Swain,2023,0.0,0031,Students arrange own materials
Bhubaneswar,2023-06-03,Lab equipment is broken and no replacement has been provided.,Pratyush Swain,2023,0.0,0031,Broken lab equipment
Bhubaneswar,2023-06-03,No practical classes being conducted for welding program.,Lipika Das,2023,1.0,0031,No practical classes
Bhubaneswar,2023-06-03,Students are asked to arrange their own materials for practice.,Sangram Behera,2023,0.0,0031,Students arrange own materials
Bhubaneswar,2023-06-05,Only one instructor for three different trades.,Subhashree Sahoo,2023,0.0,0031,Unique instructor
Bhubaneswar,2023-06-13,Internet not working in the computer lab for over a month.,Satyajit Jena,2023,0.0,0031,Internet not working
Bhubaneswar,2023-06-18,Stipend not credited for the last three months.,Lipika Das,2023,0.0,0031,Stipend not credited
Bhubaneswar,2023-06-22,Only one instructor for three different trades.,Chinmayee Nayak,2023,1.0,0031,Unique instructor
Bhubaneswar,2023-06-23,Electricity is not available during class hours.,Bikash Mohanty,2023,0.0,0031,Lack of electricity
Bhubaneswar,2023-06-23,Lab equipment is broken and no replacement has been provided.,Bikash Mohanty,2023,1.0,0031,Broken lab equipment
Bhubaneswar,2023-06-24,No practical classes being conducted for welding program.,Lipika Das,2023,0.0,0031,No practical classes
Bhubaneswar,2023-06-25,"Hostel conditions are very poor, water supply is irregular.",Manas Ranjan,2023,0.0,0031,Poor water supply
Bhubaneswar,2023-06-27,Electricity is not available during class hours.,Sasmita Rout,2023,0.0,0031,Lack of electricity
Bhubaneswar,2023-06-27,Students are asked to arrange their own materials for practice.,Chinmayee Nayak,2023,1.0,0031,Students arrange own materials
Bhubaneswar,2023-06-28,"Grievance was registered last month, no action yet.",Sangram Behera,2023,0.0,0031,"No action, past month"
Bhubaneswar,2023-06-29,"Grievance was registered last month, no action yet.",Lalitendu Panda,2023,0.0,0031,"No action, past month"
Bhubaneswar,2023-07-01,Electricity is not available during class hours.,Sasmita Rout,2023,0.0,0031,Lack of electricity
Bhubaneswar,2023-07-01,"Grievance was registered last month, no action yet.",Chinmayee Nayak,2023,0.0,0031,"No action, past month"
Bhubaneswar,2023-07-02,No practical classes being conducted for welding program.,Bikash Mohanty,2023,1.0,0031,No practical classes
Bhubaneswar,2023-07-03,Trainer has not come to the institute for the past two weeks.,Bikash Mohanty,2023,0.0,0031,Trainer absence
Bhubaneswar,2023-07-04,Stipend not credited for the last three months.,Subhashree Sahoo,2023,0.0,0031,Stipend not credited
Bhubaneswar,2023-07-06,Electricity is not available during class hours.,Lalitendu Panda,2023,0.0,0031,Lack of electricity
Bhubaneswar,2023-07-09,Stipend not credited for the last three months.,Sangram Behera,2023,0.0,0031,Stipend not credited
Bhubaneswar,2023-07-13,No practical classes being conducted for welding program.,Manas Ranjan,2023,1.0,0031,No practical classes
Bhubaneswar,2023-07-15,Only one instructor for three different trades.,Mamata Barik,2023,0.0,0031,Unique instructor
Bhubaneswar,2023-07-16,Electricity is not available during class hours.,Mamata Barik,2023,0.0,0031,Lack of electricity
Bhubaneswar,2023-07-16,Trainer has not come to the institute for the past two weeks.,Chinmayee Nayak,2023,0.0,0031,Trainer absence
Bhubaneswar,2023-07-17,Only one instructor for three different trades.,Lalitendu Panda,2023,1.0,0031,Unique instructor
Bhubaneswar,2023-07-18,Stipend not credited for the last three months.,Lipika Das,2023,0.0,0031,Stipend not credited
Bhubaneswar,2023-07-20,No practical classes being conducted for welding program.,Lalitendu Panda,2023,0.0,0031,No practical classes
Bhubaneswar,2023-07-20,Stipend not credited for the last three months.,Rashmi Rekha,2023,1.0,0031,Stipend not credited
Bhubaneswar,2023-07-21,Electricity is not available during class hours.,Manas Ranjan,2023,1.0,0031,Lack of electricity
Bhubaneswar,2023-07-21,Only one instructor for three different trades.,Bikash Mohanty,2023,1.0,0031,Unique instructor
Bhubaneswar,2023-07-23,Lab equipment is broken and no replacement has been provided.,Rashmi Rekha,2023,0.0,0031,Broken lab equipment
Bhubaneswar,2023-07-24,"Hostel conditions are very poor, water supply is irregular.",Sangram Behera,2023,0.0,0031,Poor water supply
Bhubaneswar,2023-07-24,Stipend not credited for the last three months.,Sasmita Rout,2023,0.0,0031,Stipend not credited
Bhubaneswar,2023-07-28,Electricity is not available during class hours.,Satyajit Jena,2023,0.0,0031,Lack of electricity
Bhubaneswar,2023-07-30,"Hostel conditions are very poor, water supply is irregular.",Subhashree Sahoo,2023,0.0,0031,Poor water supply
Bhubaneswar,2023-07-30,No practical classes being conducted for welding program.,Bikash Mohanty,2023,0.0,0031,No practical classes
Bhubaneswar,2023-07-30,No practical classes being conducted for welding program.,Rashmi Rekha,2023,0.0,0031,No practical classes
Bhubaneswar,2023-07-30,Stipend not credited for the last three months.,Sasmita Rout,2023,0.0,0031,Stipend not credited
Bhubaneswar,2023-08-02,Stipend not credited for the last three months.,Sasmita Rout,2023,1.0,0031,Stipend not credited
Bhubaneswar,2023-08-03,"Grievance was registered last month, no action yet.",Sangram Behera,2023,0.0,0031,"No action, past month"
Bhubaneswar,2023-08-04,Only one instructor for three different trades.,Sasmita Rout,2023,0.0,0031,Unique instructor
Bhubaneswar,2023-08-06,"Hostel conditions are very poor, water supply is irregular.",Sangram Behera,2023,0.0,0031,Poor water supply
Bhubaneswar,2023-08-07,Only one instructor for three different trades.,Bikash Mohanty,2023,1.0,0031,Unique instructor
Bhubaneswar,2023-08-08,"Hostel conditions are very poor, water supply is irregular.",Lipika Das,2023,1.0,0031,Poor water supply
Bhubaneswar,2023-08-11,Electricity is not available during class hours.,Sasmita Rout,2023,0.0,0031,Lack of electricity
Bhubaneswar,2023-08-11,"Hostel conditions are very poor, water supply is irregular.",Rashmi Rekha,2023,0.0,0031,Poor water supply
Bhubaneswar,2023-08-14,"Grievance was registered last month, no action yet.",Sangram Behera,2023,0.0,0031,"No action, past month"
Bhubaneswar,2023-08-14,Lab equipment is broken and no replacement has been provided.,Sasmita Rout,2023,0.0,0031,Broken lab equipment
Bhubaneswar,2023-08-15,Internet not working in the computer lab for over a month.,Satyajit Jena,2023,1.0,0031,Internet not working
Bhubaneswar,2023-08-16,No practical classes being conducted for welding program.,Bikash Mohanty,2023,1.0,0031,No practical classes
Bhubaneswar,2023-08-16,Students are asked to arrange their own materials for practice.,Mamata Barik,2023,0.0,0031,Students arrange own materials
Bhubaneswar,2023-08-20,Stipend not credited for the last three months.,Bikash Mohanty,2023,0.0,0031,Stipend not credited
Bhubaneswar,2023-08-23,"Hostel conditions are very poor, water supply is irregular.",Lalitendu Panda,2023,0.0,0031,Poor water supply
Bhubaneswar,2023-08-26,Internet not working in the computer lab for over a month.,Sangram Behera,2023,0.0,0031,Internet not working
Bhubaneswar,2023-08-27,"Hostel conditions are very poor, water supply is irregular.",Rashmi Rekha,2023,0.0,0031,Poor water supply
Bhubaneswar,2023-08-28,Internet not working in the computer lab for over a month.,Pratyush Swain,2023,0.0,0031,Internet not working
Bhubaneswar,2023-08-28,Internet not working in the computer lab for over a month.,Rashmi Rekha,2023,0.0,0031,Internet not working
Bhubaneswar,2023-08-28,No practical classes being conducted for welding program.,Satyajit Jena,2023,0.0,0031,No practical classes
Bhubaneswar,2023-08-29,"Hostel conditions are very poor, water supply is irregular.",Lalitendu Panda,2023,0.0,0031,Poor water supply
Bhubaneswar,2023-08-29,"Hostel conditions are very poor, water supply is irregular.",Lipika Das,2023,0.0,0031,Poor water supply
Bhubaneswar,2023-08-30,No practical classes being conducted for welding program.,Sasmita Rout,2023,0.0,0031,No practical classes
Bhubaneswar,2023-09-02,Trainer has not come to the institute for the past two weeks.,Manas Ranjan,2023,0.0,0031,Trainer absence
Bhubaneswar,2023-09-04,Internet not working in the computer lab for over a month.,Sasmita Rout,2023,1.0,0031,Internet not working
Bhubaneswar,2023-09-05,Internet not working in the computer lab for over a month.,Sangram Behera,2023,0.0,0031,Internet not working
Bhubaneswar,2023-09-05,Stipend not credited for the last three months.,Rashmi Rekha,2023,0.0,0031,Stipend not credited
Bhubaneswar,2023-09-06,Electricity is not available during class hours.,Lalitendu Panda,2023,0.0,0031,Lack of electricity
Bhubaneswar,2023-09-06,Stipend not credited for the last three months.,Chinmayee Nayak,2023,0.0,0031,Stipend not credited
